userId,userName,problemId,submitTime,balloonStatus
578096177,poyat,A,2025-04-15 21:29:53,not_given
583149815,zdskl,I,2025-04-15 20:57:34,not_given
822193376,Qing_Ke,C,2025-04-15 20:35:20,not_given
762571306,20211491425洪一桐,G,2025-04-15 20:31:02,not_given
445653231,璀璨星,J,2025-04-15 20:29:33,not_given
369702959,云茉,E,2025-04-15 20:19:05,not_given
955906950,tingd,L,2025-04-15 20:11:39,not_given
156530462,冰激淋红茶,H,2025-04-15 20:09:23,not_given
537833057,344445,J,2025-04-15 20:07:36,not_given
231203447,Li_d,K,2025-04-15 19:49:43,not_given
156530462,冰激淋红茶,K,2025-04-15 19:31:43,not_given
156530462,冰激淋红茶,D,2025-04-15 19:26:50,not_given
762571306,20211491425洪一桐,K,2025-04-15 19:22:08,not_given
762571306,20211491425洪一桐,B,2025-04-15 19:18:35,not_given
156530462,冰激淋红茶,B,2025-04-15 19:11:10,not_given
342313515,我是超级无敌暴龙战士,K,2025-04-15 18:48:29,not_given
402086930,608_新时代码农1,C,2025-04-15 18:26:32,not_given
266775144,西北上单,D,2025-04-15 18:09:22,not_given
167636811,SFpro,L,2025-04-15 18:08:01,not_given
266775144,西北上单,K,2025-04-15 18:03:17,not_given
231508432,在做毕设的灰太狼很无语,D,2025-04-15 18:02:26,not_given
266775144,西北上单,B,2025-04-15 17:59:52,not_given
231508432,在做毕设的灰太狼很无语,G,2025-04-15 17:34:01,not_given
167636811,SFpro,H,2025-04-15 17:28:12,not_given
167636811,SFpro,D,2025-04-15 17:22:44,not_given
318886416,Alasco,E,2025-04-15 17:17:59,not_given
115257330,牛客115257330号,C,2025-04-15 16:55:49,not_given
115257330,牛客115257330号,L,2025-04-15 16:47:25,not_given
318886416,Alasco,C,2025-04-15 16:08:45,not_given
115257330,牛客115257330号,G,2025-04-15 16:03:43,not_given
781674342,Sirius10000,C,2025-04-15 15:38:43,not_given
115257330,牛客115257330号,A,2025-04-15 15:35:41,not_given
659307446,DespicableFan,I,2025-04-15 15:24:02,not_given
574567056,AAA速物流服务,L,2025-04-15 15:07:40,not_given
659307446,DespicableFan,E,2025-04-15 13:55:52,not_given
412402651,Harden5,C,2025-04-15 13:53:13,not_given
541798874,快点ac,G,2025-04-15 13:52:20,not_given
541798874,快点ac,A,2025-04-15 13:44:40,not_given
659307446,DespicableFan,L,2025-04-15 13:23:02,not_given
473856205,4fbd81e,B,2025-04-15 13:20:10,not_given
965338349,郭简章,H,2025-04-15 12:09:47,not_given
965338349,郭简章,K,2025-04-15 11:59:14,not_given
771375594,rw66,G,2025-04-15 11:58:58,not_given
965338349,郭简章,D,2025-04-15 11:54:17,not_given
965338349,郭简章,B,2025-04-15 11:51:13,not_given
157964237,Levi_yxc,J,2025-04-15 11:40:02,not_given
369702959,云茉,C,2025-04-15 11:39:55,not_given
157964237,Levi_yxc,F,2025-04-15 11:33:32,not_given
771375594,rw66,H,2025-04-15 11:24:36,not_given
84139457,Monody_s,G,2025-04-15 11:17:47,not_given
167636811,SFpro,K,2025-04-15 11:04:50,not_given
167636811,SFpro,A,2025-04-15 10:57:45,not_given
640798506,tangchneg,G,2025-04-15 10:53:33,not_given
583035912,檀溪a,G,2025-04-15 10:53:08,not_given
969513853,Just_Love_You,C,2025-04-15 10:46:21,not_given
640798506,tangchneg,C,2025-04-15 10:16:38,not_given
167636811,SFpro,B,2025-04-15 10:10:34,not_given
588360276,chikel,L,2025-04-15 09:42:30,not_given
855489967,_mianyang,G,2025-04-15 09:25:55,not_given
179258177,XYain,L,2025-04-15 09:19:06,not_given
179258177,XYain,C,2025-04-15 09:18:19,not_given
90814560,usedchang,G,2025-04-15 08:03:46,not_given
115257330,牛客115257330号,H,2025-04-15 07:13:40,not_given
115257330,牛客115257330号,D,2025-04-15 07:10:58,not_given
115257330,牛客115257330号,K,2025-04-15 07:07:23,not_given
115257330,牛客115257330号,B,2025-04-15 07:04:55,not_given
608369675,Enjoyerist,G,2025-04-15 00:29:34,not_given
996107397,pcpcpcpc,B,2025-04-14 22:41:16,not_given
309552732,GuanYue412,K,2025-04-14 22:34:50,not_given
527809057,牛客527809057号,C,2025-04-14 22:29:38,not_given
309552732,GuanYue412,B,2025-04-14 22:19:29,not_given
897057691,眸中客w,B,2025-04-14 22:17:13,not_given
714422298,huanmo,A,2025-04-14 22:10:20,not_given
490642338,min__g,B,2025-04-14 22:04:14,not_given
331853917,24045233_zkx,G,2025-04-14 22:02:23,not_given
506185193,scandi,L,2025-04-14 22:00:34,not_given
640340431,YANGKM,G,2025-04-14 21:47:33,not_given
578767424,nszka,I,2025-04-14 21:41:45,not_given
800246938,wfstewq,H,2025-04-14 21:40:56,not_given
940651124,1小学生1,C,2025-04-14 21:36:12,not_given
640088760,牛客640088760号,I,2025-04-16 20:40:55,not_given
423420588,牛客423420588号,B,2025-04-16 20:19:56,not_given
423420588,牛客423420588号,A,2025-04-16 20:09:29,not_given
575071087,JXXXY,L,2025-04-16 20:08:42,not_given
424648836,1111_111,L,2025-04-16 19:28:55,not_given
32791868,Fly_zyf,L,2025-04-16 19:25:39,not_given
575071087,JXXXY,G,2025-04-16 19:24:14,not_given
424648836,1111_111,G,2025-04-16 19:16:19,not_given
861414428,夜落衣,K,2025-04-16 18:51:51,not_given
424648836,1111_111,A,2025-04-16 18:51:01,not_given
265418235,牛客265418235号,J,2025-04-16 18:38:24,not_given
575071087,JXXXY,A,2025-04-16 18:08:25,not_given
32791868,Fly_zyf,C,2025-04-16 18:05:12,not_given
424648836,1111_111,D,2025-04-16 17:36:03,not_given
424648836,1111_111,B,2025-04-16 17:31:17,not_given
424648836,1111_111,H,2025-04-16 17:26:06,not_given
299643595,焦梓珈,G,2025-04-16 17:17:12,not_given
424648836,1111_111,K,2025-04-16 17:13:52,not_given
575071087,JXXXY,H,2025-04-16 17:07:56,not_given
50383746,xx_apple,G,2025-04-16 16:53:18,not_given
575071087,JXXXY,K,2025-04-16 16:48:21,not_given
575071087,JXXXY,D,2025-04-16 16:46:06,not_given
575071087,JXXXY,B,2025-04-16 16:43:57,not_given
50383746,xx_apple,D,2025-04-16 16:18:15,not_given
466815109,Celeste_night,G,2025-04-16 16:10:15,not_given
466815109,Celeste_night,C,2025-04-16 16:02:53,not_given
32791868,Fly_zyf,G,2025-04-16 15:25:14,not_given
32791868,Fly_zyf,A,2025-04-16 15:11:09,not_given
466815109,Celeste_night,L,2025-04-16 15:07:49,not_given
364158259,牛客364158259号,B,2025-04-16 14:50:00,not_given
32791868,Fly_zyf,H,2025-04-16 14:43:08,not_given
32791868,Fly_zyf,K,2025-04-16 14:34:41,not_given
32791868,Fly_zyf,D,2025-04-16 14:33:14,not_given
32791868,Fly_zyf,B,2025-04-16 14:30:26,not_given
81290542,牛客81290542号,L,2025-04-16 13:39:40,not_given
318886416,Alasco,J,2025-04-16 12:55:46,not_given
265418235,牛客265418235号,I,2025-04-16 12:46:56,not_given
466815109,Celeste_night,A,2025-04-16 11:47:07,not_given
318886416,Alasco,I,2025-04-16 11:40:35,not_given
466815109,Celeste_night,H,2025-04-16 11:06:14,not_given
466815109,Celeste_night,K,2025-04-16 10:55:26,not_given
466815109,Celeste_night,D,2025-04-16 10:42:01,not_given
637909785,hnust_yigang,C,2025-04-16 10:41:42,not_given
466815109,Celeste_night,B,2025-04-16 10:39:04,not_given
637909785,hnust_yigang,L,2025-04-16 10:13:59,not_given
637909785,hnust_yigang,G,2025-04-16 10:02:10,not_given
871171271,大胆的艾伦不想上班,L,2025-04-16 09:53:59,not_given
988727075,Dylanwww,G,2025-04-16 09:26:05,not_given
871171271,大胆的艾伦不想上班,G,2025-04-16 09:22:19,not_given
841543971,xlct,G,2025-04-16 09:06:52,not_given
640088760,牛客640088760号,J,2025-04-16 01:37:06,not_given
314416537,牛客314416537号,B,2025-04-15 23:12:23,not_given
637909785,hnust_yigang,A,2025-04-15 23:11:07,not_given
637909785,hnust_yigang,H,2025-04-15 22:34:40,not_given
637909785,hnust_yigang,K,2025-04-15 22:28:00,not_given
637909785,hnust_yigang,D,2025-04-15 22:26:19,not_given
637909785,hnust_yigang,B,2025-04-15 22:24:26,not_given
287138588,yzhyy123,C,2025-04-15 21:58:03,not_given
578096177,poyat,A,2025-04-15 21:29:53,not_given
583149815,zdskl,I,2025-04-15 20:57:34,not_given
822193376,Qing_Ke,C,2025-04-15 20:35:20,not_given
762571306,20211491425洪一桐,G,2025-04-15 20:31:02,not_given
445653231,璀璨星,J,2025-04-15 20:29:33,not_given
369702959,云茉,E,2025-04-15 20:19:05,not_given
955906950,tingd,L,2025-04-15 20:11:39,not_given
156530462,冰激淋红茶,H,2025-04-15 20:09:23,not_given
537833057,344445,J,2025-04-15 20:07:36,not_given
231203447,Li_d,K,2025-04-15 19:49:43,not_given
156530462,冰激淋红茶,K,2025-04-15 19:31:43,not_given
156530462,冰激淋红茶,D,2025-04-15 19:26:50,not_given
762571306,20211491425洪一桐,K,2025-04-15 19:22:08,not_given
762571306,20211491425洪一桐,B,2025-04-15 19:18:35,not_given
156530462,冰激淋红茶,B,2025-04-15 19:11:10,not_given
342313515,我是超级无敌暴龙战士,K,2025-04-15 18:48:29,not_given
402086930,608_新时代码农1,C,2025-04-15 18:26:32,not_given
266775144,西北上单,D,2025-04-15 18:09:22,not_given
167636811,SFpro,L,2025-04-15 18:08:01,not_given
266775144,西北上单,K,2025-04-15 18:03:17,not_given
231508432,在做毕设的灰太狼很无语,D,2025-04-15 18:02:26,not_given
266775144,西北上单,B,2025-04-15 17:59:52,not_given
231508432,在做毕设的灰太狼很无语,G,2025-04-15 17:34:01,not_given
167636811,SFpro,H,2025-04-15 17:28:12,not_given
167636811,SFpro,D,2025-04-15 17:22:44,not_given
318886416,Alasco,E,2025-04-15 17:17:59,not_given
115257330,牛客115257330号,C,2025-04-15 16:55:49,not_given
115257330,牛客115257330号,L,2025-04-15 16:47:25,not_given
318886416,Alasco,C,2025-04-15 16:08:45,not_given
115257330,牛客115257330号,G,2025-04-15 16:03:43,not_given
781674342,Sirius10000,C,2025-04-15 15:38:43,not_given
115257330,牛客115257330号,A,2025-04-15 15:35:41,not_given
659307446,DespicableFan,I,2025-04-15 15:24:02,not_given
574567056,AAA速物流服务,L,2025-04-15 15:07:40,not_given
659307446,DespicableFan,E,2025-04-15 13:55:52,not_given
412402651,Harden5,C,2025-04-15 13:53:13,not_given
541798874,快点ac,G,2025-04-15 13:52:20,not_given
541798874,快点ac,A,2025-04-15 13:44:40,not_given
659307446,DespicableFan,L,2025-04-15 13:23:02,not_given
473856205,4fbd81e,B,2025-04-15 13:20:10,not_given
965338349,郭简章,H,2025-04-15 12:09:47,not_given
965338349,郭简章,K,2025-04-15 11:59:14,not_given
771375594,rw66,G,2025-04-15 11:58:58,not_given
965338349,郭简章,D,2025-04-15 11:54:17,not_given
965338349,郭简章,B,2025-04-15 11:51:13,not_given
157964237,Levi_yxc,J,2025-04-15 11:40:02,not_given
369702959,云茉,C,2025-04-15 11:39:55,not_given
157964237,Levi_yxc,F,2025-04-15 11:33:32,not_given
771375594,rw66,H,2025-04-15 11:24:36,not_given
84139457,Monody_s,G,2025-04-15 11:17:47,not_given
167636811,SFpro,K,2025-04-15 11:04:50,not_given
167636811,SFpro,A,2025-04-15 10:57:45,not_given
640798506,tangchneg,G,2025-04-15 10:53:33,not_given
583035912,檀溪a,G,2025-04-15 10:53:08,not_given
969513853,Just_Love_You,C,2025-04-15 10:46:21,not_given
640798506,tangchneg,C,2025-04-15 10:16:38,not_given
167636811,SFpro,B,2025-04-15 10:10:34,not_given
588360276,chikel,L,2025-04-15 09:42:30,not_given
855489967,_mianyang,G,2025-04-15 09:25:55,not_given
179258177,XYain,L,2025-04-15 09:19:06,not_given
179258177,XYain,C,2025-04-15 09:18:19,not_given
90814560,usedchang,G,2025-04-15 08:03:46,not_given
115257330,牛客115257330号,H,2025-04-15 07:13:40,not_given
115257330,牛客115257330号,D,2025-04-15 07:10:58,not_given
115257330,牛客115257330号,K,2025-04-15 07:07:23,not_given
115257330,牛客115257330号,B,2025-04-15 07:04:55,not_given
608369675,Enjoyerist,G,2025-04-15 00:29:34,not_given
996107397,pcpcpcpc,B,2025-04-14 22:41:16,not_given
309552732,GuanYue412,K,2025-04-14 22:34:50,not_given
527809057,牛客527809057号,C,2025-04-14 22:29:38,not_given
309552732,GuanYue412,B,2025-04-14 22:19:29,not_given
897057691,眸中客w,B,2025-04-14 22:17:13,not_given
714422298,huanmo,A,2025-04-14 22:10:20,not_given
490642338,min__g,B,2025-04-14 22:04:14,not_given
331853917,24045233_zkx,G,2025-04-14 22:02:23,not_given
506185193,scandi,L,2025-04-14 22:00:34,not_given
640340431,YANGKM,G,2025-04-14 21:47:33,not_given
578767424,nszka,I,2025-04-14 21:41:45,not_given
800246938,wfstewq,H,2025-04-14 21:40:56,not_given
640088760,牛客640088760号,I,2025-04-16 20:40:55,not_given
423420588,牛客423420588号,B,2025-04-16 20:19:56,not_given
423420588,牛客423420588号,A,2025-04-16 20:09:29,not_given
575071087,JXXXY,L,2025-04-16 20:08:42,not_given
424648836,1111_111,L,2025-04-16 19:28:55,not_given
32791868,Fly_zyf,L,2025-04-16 19:25:39,not_given
575071087,JXXXY,G,2025-04-16 19:24:14,not_given
424648836,1111_111,G,2025-04-16 19:16:19,not_given
861414428,夜落衣,K,2025-04-16 18:51:51,not_given
424648836,1111_111,A,2025-04-16 18:51:01,not_given
265418235,牛客265418235号,J,2025-04-16 18:38:24,not_given
575071087,JXXXY,A,2025-04-16 18:08:25,not_given
32791868,Fly_zyf,C,2025-04-16 18:05:12,not_given
424648836,1111_111,D,2025-04-16 17:36:03,not_given
424648836,1111_111,B,2025-04-16 17:31:17,not_given
424648836,1111_111,H,2025-04-16 17:26:06,not_given
299643595,焦梓珈,G,2025-04-16 17:17:12,not_given
424648836,1111_111,K,2025-04-16 17:13:52,not_given
575071087,JXXXY,H,2025-04-16 17:07:56,not_given
50383746,xx_apple,G,2025-04-16 16:53:18,not_given
575071087,JXXXY,K,2025-04-16 16:48:21,not_given
575071087,JXXXY,D,2025-04-16 16:46:06,not_given
575071087,JXXXY,B,2025-04-16 16:43:57,not_given
50383746,xx_apple,D,2025-04-16 16:18:15,not_given
466815109,Celeste_night,G,2025-04-16 16:10:15,not_given
466815109,Celeste_night,C,2025-04-16 16:02:53,not_given
32791868,Fly_zyf,G,2025-04-16 15:25:14,not_given
32791868,Fly_zyf,A,2025-04-16 15:11:09,not_given
466815109,Celeste_night,L,2025-04-16 15:07:49,not_given
364158259,牛客364158259号,B,2025-04-16 14:50:00,not_given
32791868,Fly_zyf,H,2025-04-16 14:43:08,not_given
32791868,Fly_zyf,K,2025-04-16 14:34:41,not_given
32791868,Fly_zyf,D,2025-04-16 14:33:14,not_given
32791868,Fly_zyf,B,2025-04-16 14:30:26,not_given
81290542,牛客81290542号,L,2025-04-16 13:39:40,not_given
318886416,Alasco,J,2025-04-16 12:55:46,not_given
265418235,牛客265418235号,I,2025-04-16 12:46:56,not_given
466815109,Celeste_night,A,2025-04-16 11:47:07,not_given
318886416,Alasco,I,2025-04-16 11:40:35,not_given
466815109,Celeste_night,H,2025-04-16 11:06:14,not_given
466815109,Celeste_night,K,2025-04-16 10:55:26,not_given
466815109,Celeste_night,D,2025-04-16 10:42:01,not_given
637909785,hnust_yigang,C,2025-04-16 10:41:42,not_given
466815109,Celeste_night,B,2025-04-16 10:39:04,not_given
637909785,hnust_yigang,L,2025-04-16 10:13:59,not_given
637909785,hnust_yigang,G,2025-04-16 10:02:10,not_given
871171271,大胆的艾伦不想上班,L,2025-04-16 09:53:59,not_given
988727075,Dylanwww,G,2025-04-16 09:26:05,not_given
871171271,大胆的艾伦不想上班,G,2025-04-16 09:22:19,not_given
841543971,xlct,G,2025-04-16 09:06:52,not_given
640088760,牛客640088760号,J,2025-04-16 01:37:06,not_given
314416537,牛客314416537号,B,2025-04-15 23:12:23,not_given
637909785,hnust_yigang,A,2025-04-15 23:11:07,not_given
637909785,hnust_yigang,H,2025-04-15 22:34:40,not_given
637909785,hnust_yigang,K,2025-04-15 22:28:00,not_given
637909785,hnust_yigang,D,2025-04-15 22:26:19,not_given
637909785,hnust_yigang,B,2025-04-15 22:24:26,not_given
287138588,yzhyy123,C,2025-04-15 21:58:03,not_given
578096177,poyat,A,2025-04-15 21:29:53,not_given
583149815,zdskl,I,2025-04-15 20:57:34,not_given
822193376,Qing_Ke,C,2025-04-15 20:35:20,not_given
762571306,20211491425洪一桐,G,2025-04-15 20:31:02,not_given
445653231,璀璨星,J,2025-04-15 20:29:33,not_given
369702959,云茉,E,2025-04-15 20:19:05,not_given
955906950,tingd,L,2025-04-15 20:11:39,not_given
156530462,冰激淋红茶,H,2025-04-15 20:09:23,not_given
537833057,344445,J,2025-04-15 20:07:36,not_given
231203447,Li_d,K,2025-04-15 19:49:43,not_given
156530462,冰激淋红茶,K,2025-04-15 19:31:43,not_given
156530462,冰激淋红茶,D,2025-04-15 19:26:50,not_given
762571306,20211491425洪一桐,K,2025-04-15 19:22:08,not_given
762571306,20211491425洪一桐,B,2025-04-15 19:18:35,not_given
156530462,冰激淋红茶,B,2025-04-15 19:11:10,not_given
342313515,我是超级无敌暴龙战士,K,2025-04-15 18:48:29,not_given
402086930,608_新时代码农1,C,2025-04-15 18:26:32,not_given
266775144,西北上单,D,2025-04-15 18:09:22,not_given
167636811,SFpro,L,2025-04-15 18:08:01,not_given
266775144,西北上单,K,2025-04-15 18:03:17,not_given
231508432,在做毕设的灰太狼很无语,D,2025-04-15 18:02:26,not_given
266775144,西北上单,B,2025-04-15 17:59:52,not_given
231508432,在做毕设的灰太狼很无语,G,2025-04-15 17:34:01,not_given
167636811,SFpro,H,2025-04-15 17:28:12,not_given
167636811,SFpro,D,2025-04-15 17:22:44,not_given
318886416,Alasco,E,2025-04-15 17:17:59,not_given
115257330,牛客115257330号,C,2025-04-15 16:55:49,not_given
115257330,牛客115257330号,L,2025-04-15 16:47:25,not_given
318886416,Alasco,C,2025-04-15 16:08:45,not_given
115257330,牛客115257330号,G,2025-04-15 16:03:43,not_given
781674342,Sirius10000,C,2025-04-15 15:38:43,not_given
115257330,牛客115257330号,A,2025-04-15 15:35:41,not_given
659307446,DespicableFan,I,2025-04-15 15:24:02,not_given
574567056,AAA速物流服务,L,2025-04-15 15:07:40,not_given
659307446,DespicableFan,E,2025-04-15 13:55:52,not_given
412402651,Harden5,C,2025-04-15 13:53:13,not_given
541798874,快点ac,G,2025-04-15 13:52:20,not_given
541798874,快点ac,A,2025-04-15 13:44:40,not_given
659307446,DespicableFan,L,2025-04-15 13:23:02,not_given
473856205,4fbd81e,B,2025-04-15 13:20:10,not_given
965338349,郭简章,H,2025-04-15 12:09:47,not_given
965338349,郭简章,K,2025-04-15 11:59:14,not_given
771375594,rw66,G,2025-04-15 11:58:58,not_given
965338349,郭简章,D,2025-04-15 11:54:17,not_given
965338349,郭简章,B,2025-04-15 11:51:13,not_given
157964237,Levi_yxc,J,2025-04-15 11:40:02,not_given
369702959,云茉,C,2025-04-15 11:39:55,not_given
157964237,Levi_yxc,F,2025-04-15 11:33:32,not_given
771375594,rw66,H,2025-04-15 11:24:36,not_given
84139457,Monody_s,G,2025-04-15 11:17:47,not_given
167636811,SFpro,K,2025-04-15 11:04:50,not_given
167636811,SFpro,A,2025-04-15 10:57:45,not_given
640798506,tangchneg,G,2025-04-15 10:53:33,not_given
583035912,檀溪a,G,2025-04-15 10:53:08,not_given
969513853,Just_Love_You,C,2025-04-15 10:46:21,not_given
640798506,tangchneg,C,2025-04-15 10:16:38,not_given
167636811,SFpro,B,2025-04-15 10:10:34,not_given
588360276,chikel,L,2025-04-15 09:42:30,not_given
855489967,_mianyang,G,2025-04-15 09:25:55,not_given
179258177,XYain,L,2025-04-15 09:19:06,not_given
179258177,XYain,C,2025-04-15 09:18:19,not_given
90814560,usedchang,G,2025-04-15 08:03:46,not_given
115257330,牛客115257330号,H,2025-04-15 07:13:40,not_given
115257330,牛客115257330号,D,2025-04-15 07:10:58,not_given
115257330,牛客115257330号,K,2025-04-15 07:07:23,not_given
115257330,牛客115257330号,B,2025-04-15 07:04:55,not_given
608369675,Enjoyerist,G,2025-04-15 00:29:34,not_given
996107397,pcpcpcpc,B,2025-04-14 22:41:16,not_given
309552732,GuanYue412,K,2025-04-14 22:34:50,not_given
527809057,牛客527809057号,C,2025-04-14 22:29:38,not_given
309552732,GuanYue412,B,2025-04-14 22:19:29,not_given
897057691,眸中客w,B,2025-04-14 22:17:13,not_given
714422298,huanmo,A,2025-04-14 22:10:20,not_given
490642338,min__g,B,2025-04-14 22:04:14,not_given
331853917,24045233_zkx,G,2025-04-14 22:02:23,not_given
506185193,scandi,L,2025-04-14 22:00:34,not_given
640340431,YANGKM,G,2025-04-14 21:47:33,not_given
578767424,nszka,I,2025-04-14 21:41:45,not_given
